Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,d1,answer
230,1631619845356,14/09/2021 11:44:05,1631619845135,2,14/09/2021 13:44:05,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,124,105,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,8,
231,1631619845651,14/09/2021 11:44:05,1631619845434,2,14/09/2021 13:44:05,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,125,106,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,4,
232,1631619845863,14/09/2021 11:44:05,1631619845635,2,14/09/2021 13:44:05,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,125,106,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,4,
233,1631619846159,14/09/2021 11:44:06,1631619845935,2,14/09/2021 13:44:05,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,126,107,1,Screen 1,fixation,fixation,299.987999999983,null,,null,,0,1,0,,,false,,,Task,2,
234,1631619846354,14/09/2021 11:44:06,1631619846136,2,14/09/2021 13:44:06,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,126,107,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,2,
235,1631619846722,14/09/2021 11:44:06,1631619846434,2,14/09/2021 13:44:06,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,127,108,1,Screen 1,fixation,fixation,299.987999999983,null,,null,,0,1,0,,,false,,,Task,6,
236,1631619846862,14/09/2021 11:44:06,1631619846635,2,14/09/2021 13:44:06,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,127,108,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,6,
237,1631619862058,14/09/2021 11:44:22,1631619861832,2,14/09/2021 13:44:21,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,128,18,1,Screen 1,Zone2,response_text_entry,15182.5,null,,5731973648,1,0,1,0,,,false,,,Test_Forwards,,5731298426
238,1631619868088,14/09/2021 11:44:28,1631619867848,2,14/09/2021 13:44:27,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,129,1,1,Screen 1,advancementZone,continue_button,5999.0999999940395,null,,null,,0,1,0,,,false,,,End of Digit Forwards,,
239,1631619879490,14/09/2021 11:44:39,1631619879258,2,14/09/2021 13:44:39,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,130,1,1,Screen 1,advancementZone,continue_button,11395.79999999702,null,,null,,0,1,0,,,false,,,Instructions Digit Backwards,,
240,1631619879768,14/09/2021 11:44:39,1631619879546,2,14/09/2021 13:44:39,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,131,109,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,8,
241,1631619879975,14/09/2021 11:44:39,1631619879745,2,14/09/2021 13:44:39,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,131,109,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,8,
242,1631619880269,14/09/2021 11:44:40,1631619880044,2,14/09/2021 13:44:40,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,132,110,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,3,
243,1631619880475,14/09/2021 11:44:40,1631619880245,2,14/09/2021 13:44:40,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,132,110,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,3,
244,1631619882462,14/09/2021 11:44:42,1631619882214,2,14/09/2021 13:44:42,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,133,1,1,Screen 1,Zone2,response_text_entry,1953.2000000029802,null,,38,1,0,1,0,,,false,,,Test_Backwards,,83
245,1631619882737,14/09/2021 11:44:42,1631619882512,2,14/09/2021 13:44:42,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,134,111,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,2,
246,1631619882931,14/09/2021 11:44:42,1631619882712,2,14/09/2021 13:44:42,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,134,111,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,2,
247,1631619883254,14/09/2021 11:44:43,1631619883012,2,14/09/2021 13:44:43,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,135,112,1,Screen 1,fixation,fixation,299.987999999983,null,,null,,0,1,0,,,false,,,Task,9,
248,1631619883439,14/09/2021 11:44:43,1631619883212,2,14/09/2021 13:44:43,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,135,112,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,9,
249,1631619885681,14/09/2021 11:44:45,1631619885398,2,14/09/2021 13:44:45,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,136,2,1,Screen 1,Zone2,response_text_entry,2168.2999999970198,null,,92,1,0,1,0,,,false,,,Test_Backwards,,29
250,1631619885895,14/09/2021 11:44:45,1631619885678,2,14/09/2021 13:44:45,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,137,113,1,Screen 1,fixation,fixation,299.987999999983,null,,null,,0,1,0,,,false,,,Task,4,
251,1631619886105,14/09/2021 11:44:46,1631619885878,2,14/09/2021 13:44:45,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,137,113,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,4,
252,1631619886457,14/09/2021 11:44:46,1631619886178,2,14/09/2021 13:44:46,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,138,114,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,7,
253,1631619886683,14/09/2021 11:44:46,1631619886379,2,14/09/2021 13:44:46,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,138,114,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,7,
254,1631619886919,14/09/2021 11:44:46,1631619886677,2,14/09/2021 13:44:46,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,139,115,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,5,
255,1631619887145,14/09/2021 11:44:47,1631619886878,2,14/09/2021 13:44:46,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,139,115,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,5,
256,1631619891639,14/09/2021 11:44:51,1631619891400,2,14/09/2021 13:44:51,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,140,3,1,Screen 1,Zone2,response_text_entry,4508.899999991059,null,,574,1,0,1,0,,,false,,,Test_Backwards,,475
257,1631619891932,14/09/2021 11:44:51,1631619891695,2,14/09/2021 13:44:51,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,141,116,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,6,
258,1631619892126,14/09/2021 11:44:52,1631619891897,2,14/09/2021 13:44:51,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,141,116,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,6,
259,1631619892424,14/09/2021 11:44:52,1631619892196,2,14/09/2021 13:44:52,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,142,117,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,1,
260,1631619892630,14/09/2021 11:44:52,1631619892397,2,14/09/2021 13:44:52,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,142,117,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,1,
261,1631619892927,14/09/2021 11:44:52,1631619892696,2,14/09/2021 13:44:52,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,143,118,1,Screen 1,fixation,fixation,299.987999999983,null,,null,,0,1,0,,,false,,,Task,5,
262,1631619893128,14/09/2021 11:44:53,1631619892897,2,14/09/2021 13:44:52,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,143,118,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,5,
263,1631619900315,14/09/2021 11:45:00,1631619900094,2,14/09/2021 13:45:00,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,144,4,1,Screen 1,Zone2,response_text_entry,7181.699999988079,null,,516,1,0,1,0,,,false,,,Test_Backwards,,615
264,1631619900603,14/09/2021 11:45:00,1631619900383,2,14/09/2021 13:45:00,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,145,119,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,2,
265,1631619900817,14/09/2021 11:45:00,1631619900585,2,14/09/2021 13:45:00,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,145,119,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,2,
266,1631619901103,14/09/2021 11:45:01,1631619900883,2,14/09/2021 13:45:00,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,146,120,1,Screen 1,fixation,fixation,299.987999999983,null,,null,,0,1,0,,,false,,,Task,6,
267,1631619901301,14/09/2021 11:45:01,1631619901084,2,14/09/2021 13:45:01,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,146,120,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,6,
268,1631619901614,14/09/2021 11:45:01,1631619901384,2,14/09/2021 13:45:01,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,147,121,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,1,
269,1631619901811,14/09/2021 11:45:01,1631619901584,2,14/09/2021 13:45:01,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,147,121,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,1,
270,1631619902114,14/09/2021 11:45:02,1631619901883,2,14/09/2021 13:45:01,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,148,122,1,Screen 1,fixation,fixation,299.987999999983,null,,null,,0,1,0,,,false,,,Task,9,
271,1631619902311,14/09/2021 11:45:02,1631619902084,2,14/09/2021 13:45:02,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,148,122,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,9,
272,1631619912822,14/09/2021 11:45:12,1631619912571,2,14/09/2021 13:45:12,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,149,5,1,Screen 1,Zone2,response_text_entry,10470.29999999702,null,,9162,1,0,1,0,,,false,,,Test_Backwards,,2619
273,1631619913074,14/09/2021 11:45:13,1631619912857,2,14/09/2021 13:45:12,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,150,123,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,3,
274,1631619913280,14/09/2021 11:45:13,1631619913058,2,14/09/2021 13:45:13,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,150,123,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,3,
275,1631619913590,14/09/2021 11:45:13,1631619913356,2,14/09/2021 13:45:13,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,151,124,1,Screen 1,fixation,fixation,299.987999999983,null,,null,,0,1,0,,,false,,,Task,8,
276,1631619913782,14/09/2021 11:45:13,1631619913557,2,14/09/2021 13:45:13,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,151,124,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,8,
277,1631619914084,14/09/2021 11:45:14,1631619913857,2,14/09/2021 13:45:13,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,152,125,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,5,
278,1631619914290,14/09/2021 11:45:14,1631619914057,2,14/09/2021 13:45:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,152,125,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,5,
279,1631619914577,14/09/2021 11:45:14,1631619914356,2,14/09/2021 13:45:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,153,126,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,2,
280,1631619914790,14/09/2021 11:45:14,1631619914557,2,14/09/2021 13:45:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,153,126,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,2,
281,1631619924507,14/09/2021 11:45:24,1631619924285,2,14/09/2021 13:45:24,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,154,6,1,Screen 1,Zone2,response_text_entry,9708.60000000894,null,,2583,1,0,1,0,,,false,,,Test_Backwards,,3852
282,1631619924793,14/09/2021 11:45:24,1631619924567,2,14/09/2021 13:45:24,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,155,127,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,2,
283,1631619924996,14/09/2021 11:45:24,1631619924768,2,14/09/2021 13:45:24,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,155,127,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,2,
284,1631619925287,14/09/2021 11:45:25,1631619925068,2,14/09/2021 13:45:25,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,156,128,1,Screen 1,fixation,fixation,299.987999999983,null,,null,,0,1,0,,,false,,,Task,8,
285,1631619925496,14/09/2021 11:45:25,1631619925268,2,14/09/2021 13:45:25,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,156,128,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,8,
286,1631619925787,14/09/2021 11:45:25,1631619925568,2,14/09/2021 13:45:25,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,157,129,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,7,
287,1631619925996,14/09/2021 11:45:25,1631619925768,2,14/09/2021 13:45:25,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,157,129,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,7,
288,1631619926293,14/09/2021 11:45:26,1631619926068,2,14/09/2021 13:45:26,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,158,130,1,Screen 1,fixation,fixation,299.987999999983,null,,null,,0,1,0,,,false,,,Task,3,
289,1631619926488,14/09/2021 11:45:26,1631619926268,2,14/09/2021 13:45:26,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,158,130,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,3,
290,1631619926790,14/09/2021 11:45:26,1631619926568,2,14/09/2021 13:45:26,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,159,131,1,Screen 1,fixation,fixation,299.987999999983,null,,null,,0,1,0,,,false,,,Task,6,
291,1631619926993,14/09/2021 11:45:26,1631619926769,2,14/09/2021 13:45:26,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,159,131,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,6,
292,1631619944430,14/09/2021 11:45:44,1631619944193,2,14/09/2021 13:45:44,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,160,7,1,Screen 1,Zone2,response_text_entry,17405.20000000298,null,,63782,1,0,1,0,,,false,,,Test_Backwards,,28736
293,1631619944715,14/09/2021 11:45:44,1631619944482,2,14/09/2021 13:45:44,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,161,132,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,5,
294,1631619944901,14/09/2021 11:45:44,1631619944683,2,14/09/2021 13:45:44,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,161,132,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,5,
295,1631619945214,14/09/2021 11:45:45,1631619944982,2,14/09/2021 13:45:44,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,162,133,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,9,
296,1631619945417,14/09/2021 11:45:45,1631619945183,2,14/09/2021 13:45:45,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,162,133,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,9,
