Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,d1,answer
1,1631619696943,14/09/2021 11:41:36,1631619696647,2,14/09/2021 13:41:36,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1631619698256,14/09/2021 11:41:38,1631619698009,2,14/09/2021 13:41:38,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,1,1,1,Screen 1,button,continue_button,1315.5,null,,null,,0,1,0,,,false,,,Instructions,,
3,1631619700101,14/09/2021 11:41:40,1631619699858,2,14/09/2021 13:41:39,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,2,1,1,Screen 1,advancementZone,continue_button,1833.2000000029802,null,,null,,0,1,0,,,false,,,Instructions Digit Forwards,,
4,1631619700373,14/09/2021 11:41:40,1631619700150,2,14/09/2021 13:41:40,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,3,1,1,Screen 1,fixation,fixation,299.9880000000003,null,,null,,0,1,0,,,false,,,Task,4,
5,1631619700585,14/09/2021 11:41:40,1631619700352,2,14/09/2021 13:41:40,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,3,1,2,Screen 2,Zone2,timelimit_screen,199.99199999999928,null,,,,0,1,0,,,true,,,Task,4,
6,1631619700883,14/09/2021 11:41:40,1631619700650,2,14/09/2021 13:41:40,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,4,2,1,Screen 1,fixation,fixation,299.9880000000003,null,,null,,0,1,0,,,false,,,Task,3,
7,1631619701093,14/09/2021 11:41:41,1631619700850,2,14/09/2021 13:41:40,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,4,2,2,Screen 2,Zone2,timelimit_screen,199.9920000000002,null,,,,0,1,0,,,true,,,Task,3,
8,1631619703604,14/09/2021 11:41:43,1631619703379,2,14/09/2021 13:41:43,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,5,1,1,Screen 1,Zone2,response_text_entry,2509.7000000029802,null,,43,1,1,0,0,,,false,,,Test_Forwards,,43
9,1631619703901,14/09/2021 11:41:43,1631619703667,2,14/09/2021 13:41:43,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,6,3,1,Screen 1,fixation,fixation,299.9880000000003,null,,null,,0,1,0,,,false,,,Task,1,
10,1631619704106,14/09/2021 11:41:44,1631619703866,2,14/09/2021 13:41:43,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,6,3,2,Screen 2,Zone2,timelimit_screen,199.9920000000002,null,,,,0,1,0,,,true,,,Task,1,
11,1631619704401,14/09/2021 11:41:44,1631619704167,2,14/09/2021 13:41:44,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,7,4,1,Screen 1,fixation,fixation,299.9879999999994,null,,null,,0,1,0,,,false,,,Task,6,
12,1631619704595,14/09/2021 11:41:44,1631619704366,2,14/09/2021 13:41:44,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,7,4,2,Screen 2,Zone2,timelimit_screen,199.9920000000002,null,,,,0,1,0,,,true,,,Task,6,
13,1631619706314,14/09/2021 11:41:46,1631619706083,2,14/09/2021 13:41:46,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,8,2,1,Screen 1,Zone2,response_text_entry,1698.7999999970198,null,,16,1,1,0,0,,,false,,,Test_Forwards,,16
14,1631619706599,14/09/2021 11:41:46,1631619706366,2,14/09/2021 13:41:46,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,9,5,1,Screen 1,fixation,fixation,299.9879999999994,null,,null,,0,1,0,,,false,,,Task,7,
15,1631619706805,14/09/2021 11:41:46,1631619706567,2,14/09/2021 13:41:46,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,9,5,2,Screen 2,Zone2,timelimit_screen,199.9920000000002,null,,,,0,1,0,,,true,,,Task,7,
16,1631619707099,14/09/2021 11:41:47,1631619706865,2,14/09/2021 13:41:46,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,10,6,1,Screen 1,fixation,fixation,299.9879999999994,null,,null,,0,1,0,,,false,,,Task,9,
17,1631619707290,14/09/2021 11:41:47,1631619707066,2,14/09/2021 13:41:47,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,10,6,2,Screen 2,Zone2,timelimit_screen,199.9920000000002,null,,,,0,1,0,,,true,,,Task,9,
18,1631619707599,14/09/2021 11:41:47,1631619707366,2,14/09/2021 13:41:47,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,11,7,1,Screen 1,fixation,fixation,299.9880000000012,null,,null,,0,1,0,,,false,,,Task,2,
19,1631619707867,14/09/2021 11:41:47,1631619707580,2,14/09/2021 13:41:47,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,11,7,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,2,
20,1631619709890,14/09/2021 11:41:49,1631619709662,2,14/09/2021 13:41:49,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,12,3,1,Screen 1,Zone2,response_text_entry,2004.4000000059605,null,,792,1,1,0,0,,,false,,,Test_Forwards,,792
21,1631619710185,14/09/2021 11:41:50,1631619709949,2,14/09/2021 13:41:49,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,13,8,1,Screen 1,fixation,fixation,299.9880000000012,null,,null,,0,1,0,,,false,,,Task,8,
22,1631619710391,14/09/2021 11:41:50,1631619710149,2,14/09/2021 13:41:50,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,13,8,2,Screen 2,Zone2,timelimit_screen,199.9920000000002,null,,,,0,1,0,,,true,,,Task,8,
23,1631619710687,14/09/2021 11:41:50,1631619710449,2,14/09/2021 13:41:50,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,14,9,1,Screen 1,fixation,fixation,299.9879999999994,null,,null,,0,1,0,,,false,,,Task,4,
24,1631619710875,14/09/2021 11:41:50,1631619710649,2,14/09/2021 13:41:50,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,14,9,2,Screen 2,Zone2,timelimit_screen,199.9920000000002,null,,,,0,1,0,,,true,,,Task,4,
25,1631619711188,14/09/2021 11:41:51,1631619710949,2,14/09/2021 13:41:50,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,15,10,1,Screen 1,fixation,fixation,299.9879999999994,null,,null,,0,1,0,,,false,,,Task,7,
26,1631619711375,14/09/2021 11:41:51,1631619711149,2,14/09/2021 13:41:51,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,15,10,2,Screen 2,Zone2,timelimit_screen,199.9920000000002,null,,,,0,1,0,,,true,,,Task,7,
27,1631619713436,14/09/2021 11:41:53,1631619713191,2,14/09/2021 13:41:53,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,16,4,1,Screen 1,Zone2,response_text_entry,2028.4000000059605,null,,847,1,1,0,0,,,false,,,Test_Forwards,,847
28,1631619713723,14/09/2021 11:41:53,1631619713482,2,14/09/2021 13:41:53,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,17,11,1,Screen 1,fixation,fixation,299.9880000000012,null,,null,,0,1,0,,,false,,,Task,5,
29,1631619713923,14/09/2021 11:41:53,1631619713682,2,14/09/2021 13:41:53,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,17,11,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,5,
30,1631619714223,14/09/2021 11:41:54,1631619713982,2,14/09/2021 13:41:53,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,18,12,1,Screen 1,fixation,fixation,299.9880000000012,null,,null,,0,1,0,,,false,,,Task,9,
31,1631619714408,14/09/2021 11:41:54,1631619714183,2,14/09/2021 13:41:54,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,18,12,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,9,
32,1631619714708,14/09/2021 11:41:54,1631619714482,2,14/09/2021 13:41:54,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,19,13,1,Screen 1,fixation,fixation,299.9880000000012,null,,null,,0,1,0,,,false,,,Task,4,
33,1631619714931,14/09/2021 11:41:54,1631619714683,2,14/09/2021 13:41:54,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,19,13,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,4,
34,1631619715209,14/09/2021 11:41:55,1631619714981,2,14/09/2021 13:41:54,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,20,14,1,Screen 1,fixation,fixation,299.8000000000029,null,,null,,0,1,0,,,false,,,Task,1,
35,1631619715473,14/09/2021 11:41:55,1631619715185,2,14/09/2021 13:41:55,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,20,14,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,1,
36,1631619717850,14/09/2021 11:41:57,1631619717628,2,14/09/2021 13:41:57,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,21,5,1,Screen 1,Zone2,response_text_entry,2396.8999999910593,null,,5941,1,1,0,0,,,false,,,Test_Forwards,,5941
37,1631619718272,14/09/2021 11:41:58,1631619717915,2,14/09/2021 13:41:57,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,22,15,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,7,
38,1631619718375,14/09/2021 11:41:58,1631619718116,2,14/09/2021 13:41:58,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,22,15,2,Screen 2,Zone2,timelimit_screen,199.992000000002,null,,,,0,1,0,,,true,,,Task,7,
39,1631619718851,14/09/2021 11:41:58,1631619718418,2,14/09/2021 13:41:58,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,23,16,1,Screen 1,fixation,fixation,299.9880000000012,null,,null,,0,1,0,,,false,,,Task,2,
40,1631619718969,14/09/2021 11:41:58,1631619718615,2,14/09/2021 13:41:58,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,23,16,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,2,
41,1631619719147,14/09/2021 11:41:59,1631619718915,2,14/09/2021 13:41:58,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,24,17,1,Screen 1,fixation,fixation,299.9880000000012,null,,null,,0,1,0,,,false,,,Task,5,
42,1631619719422,14/09/2021 11:41:59,1631619719116,2,14/09/2021 13:41:59,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,24,17,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,5,
43,1631619719638,14/09/2021 11:41:59,1631619719416,2,14/09/2021 13:41:59,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,25,18,1,Screen 1,fixation,fixation,299.9880000000012,null,,null,,0,1,0,,,false,,,Task,3,
44,1631619719917,14/09/2021 11:41:59,1631619719616,2,14/09/2021 13:41:59,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,25,18,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,3,
45,1631619727248,14/09/2021 11:42:07,1631619726896,2,14/09/2021 13:42:06,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,26,6,1,Screen 1,Zone2,response_text_entry,7270.0999999940395,null,,7253,1,1,0,0,,,false,,,Test_Forwards,,7253
46,1631619727416,14/09/2021 11:42:07,1631619727179,2,14/09/2021 13:42:07,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,27,19,1,Screen 1,fixation,fixation,299.9880000000012,null,,null,,0,1,0,,,false,,,Task,9,
47,1631619727779,14/09/2021 11:42:07,1631619727380,2,14/09/2021 13:42:07,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,27,19,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,9,
48,1631619727931,14/09/2021 11:42:07,1631619727680,2,14/09/2021 13:42:07,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,28,20,1,Screen 1,fixation,fixation,299.9880000000012,null,,null,,0,1,0,,,false,,,Task,3,
49,1631619728330,14/09/2021 11:42:08,1631619727879,2,14/09/2021 13:42:07,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,28,20,2,Screen 2,Zone2,timelimit_screen,199.992000000002,null,,,,0,1,0,,,true,,,Task,3,
50,1631619728526,14/09/2021 11:42:08,1631619728180,2,14/09/2021 13:42:08,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,29,21,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,8,
51,1631619728826,14/09/2021 11:42:08,1631619728380,2,14/09/2021 13:42:08,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,29,21,2,Screen 2,Zone2,timelimit_screen,199.992000000002,null,,,,0,1,0,,,true,,,Task,8,
52,1631619728946,14/09/2021 11:42:08,1631619728679,2,14/09/2021 13:42:08,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,30,22,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,7,
53,1631619729123,14/09/2021 11:42:09,1631619728880,2,14/09/2021 13:42:08,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,30,22,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,7,
54,1631619729400,14/09/2021 11:42:09,1631619729178,2,14/09/2021 13:42:09,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,31,23,1,Screen 1,fixation,fixation,299.98800000000483,null,,null,,0,1,0,,,false,,,Task,2,
55,1631619729608,14/09/2021 11:42:09,1631619729380,2,14/09/2021 13:42:09,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,31,23,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,2,
56,1631619733045,14/09/2021 11:42:13,1631619732801,2,14/09/2021 13:42:12,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,32,7,1,Screen 1,Zone2,response_text_entry,3406.4000000059605,null,,93872,1,1,0,0,,,false,,,Test_Forwards,,93872
57,1631619733391,14/09/2021 11:42:13,1631619733096,2,14/09/2021 13:42:13,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,33,24,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,7,
58,1631619733562,14/09/2021 11:42:13,1631619733296,2,14/09/2021 13:42:13,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,33,24,2,Screen 2,Zone2,timelimit_screen,199.99200000000565,null,,,,0,1,0,,,true,,,Task,7,
59,1631619733830,14/09/2021 11:42:13,1631619733596,2,14/09/2021 13:42:13,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,34,25,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,5,
60,1631619734079,14/09/2021 11:42:14,1631619733797,2,14/09/2021 13:42:13,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,34,25,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,5,
61,1631619734330,14/09/2021 11:42:14,1631619734097,2,14/09/2021 13:42:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,35,26,1,Screen 1,fixation,fixation,299.98800000000483,null,,null,,0,1,0,,,false,,,Task,3,
62,1631619734532,14/09/2021 11:42:14,1631619734297,2,14/09/2021 13:42:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,35,26,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,3,
63,1631619734831,14/09/2021 11:42:14,1631619734596,2,14/09/2021 13:42:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,36,27,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,9,
64,1631619735129,14/09/2021 11:42:15,1631619734796,2,14/09/2021 13:42:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,36,27,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,9,
65,1631619735330,14/09/2021 11:42:15,1631619735096,2,14/09/2021 13:42:15,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,37,28,1,Screen 1,fixation,fixation,299.98800000000483,null,,null,,0,1,0,,,false,,,Task,6,
66,1631619735550,14/09/2021 11:42:15,1631619735292,2,14/09/2021 13:42:15,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,37,28,2,Screen 2,Zone2,timelimit_screen,195.73099999999977,null,,,,0,1,0,,,true,,,Task,6,
67,1631619740625,14/09/2021 11:42:20,1631619740388,2,14/09/2021 13:42:20,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,38,8,1,Screen 1,Zone2,response_text_entry,5079.0999999940395,null,,75396,1,1,0,0,,,false,,,Test_Forwards,,75396
